path,file_size,compressed_size,status,reason
docs/platform/services/SERVICES_CENTER_DEEP_PROJECT_FILE_AUDIT_2026_05_09.md,14573,4985,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_EXISTING_SCHEMA_INTEGRATION_REVIEW_2026_05_08.md,6877,2394,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_PREFLIGHT_RLS_INVENTORY_2026_05_08.md,9549,1313,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_PRODUCTION_DATA_LAYER_READINESS_PACK_2026_05_08.md,5916,2261,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_PRODUCTION_INTEGRATION_PREFLIGHT_RESULT_INTAKE_2026_05_08.md,4903,1850,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_PRODUCTION_PREFLIGHT_RLS_INVENTORY_RAW_2026_05_08.md,9498,1274,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_REQUEST_DATA_CONTRACT_AND_SQL_DRAFT_2026_05_08.md,6316,2386,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_REQUEST_INTAKE_FORMS_REGISTRY_DRAFT_2026_05_08.md,1522,787,quarantine,historical_docs_replaced_by_summary
docs/platform/services/SERVICES_CENTER_STORAGE_BUCKET_RESULT_INTAKE_2026_05_08.md,2734,1200,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/BASELINE_CHANGELOG_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,619,367,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/BASELINE_CHANGELOG_PLATFORM_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.md,739,454,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/CHANGED_FILES_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.txt,957,262,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/CHANGED_FILES_PLATFORM_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.txt,545,226,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/DYNAMIC_HOMEPAGE_SECTION_DB_SCOPE_CORRECTION_2026_05_09.md,1706,831,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/ERROR_RECORD_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,761,427,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/ERROR_RECORD_PLATFORM_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.md,822,457,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/MEGA_BATCH_A_PLATFORM_RUNTIME_STABILIZATION_2026_05_09.md,2517,1124,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE_SERVICES_DOCUMENT_COLUMNS_APPENDIX_2026_05_08.md,490,300,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_DOCUMENT_COLUMNS.md,462,229,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/PLATFORM_DEVELOPMENT_TODO_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,1012,469,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/PLATFORM_DEVELOPMENT_TODO_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.md,521,333,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_4G_ADMIN_VISIBILITY_RESULT_INTAKE_2026_05_09.md,3058,1258,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_APPROVED_SEED_EXECUTION_AUTHORIZATION_2026_05_09.md,3655,1700,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_CATALOG_REQUIRED_NEXT_ACTIONS_RAW_2026_05_09.md,1081,568,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_CATALOG_SEED_READINESS_AND_TAXONOMY_DRAFT_2026_05_09.md,8611,3311,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_COMPLAINT_ATTACHMENT_COLUMNS_RESULT_INTEGRATION_2026_05_08.md,3964,1474,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_COMPLAINT_ATTACHMENT_COLUMNS_RESULT_RAW_2026_05_08.md,6526,633,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_DOCUMENT_INTELLIGENCE_COLUMNS_RESULT_INTEGRATION_2026_05_08.md,4077,1550,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_DOCUMENT_INTELLIGENCE_COLUMNS_RESULT_RAW_2026_05_08.md,9634,936,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_DYNAMIC_HOMEPAGE_SECTION_SEED_REVIEW_2026_05_09.md,5151,2118,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_EXISTING_COLUMNS_POLICIES_INTAKE_2026_05_08.md,4845,1893,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_FINAL_PUBLIC_SERVICES_SEED_REVIEW_AND_APPROVAL_PACK_2026_05_09.md,7406,2706,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_FINAL_SEED_DECISION_REGISTER_2026_05_09.md,3099,1292,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_OFFICIAL_TAXONOMY_APPROVAL_AND_REVIEWED_SEED_2026_05_09.md,10096,3611,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_CATALOG_ACTUAL_RESULT_INTEGRATION_2026_05_08.md,3771,1548,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_CATALOG_ACTUAL_RESULT_RAW_2026_05_08.md,351,174,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_CATALOG_COMPLETION_RESULT_INTEGRATION_2026_05_08.md,4565,1726,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_CATALOG_COMPLETION_RESULT_RAW_2026_05_08.md,945,376,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_CATALOG_FOLLOWUP_RESULT_INTEGRATION_PENDING_2026_05_08.md,3721,1385,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_COLUMNS_RESULT_INTEGRATION_2026_05_08.md,5093,1870,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_PUBLIC_SERVICES_COLUMNS_RESULT_RAW_2026_05_08.md,4332,545,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_REVIEWED_SEED_ROUTE_MAPPING_MATRIX_2026_05_09.md,3288,1416,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_RUNTIME_UAT_ADMIN_VISIBILITY_CONTROL_REVIEW_2026_05_09.md,4579,1874,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_SCOPE_CORRECTION_PUBLIC_VS_WAQF_PROPERTY_AND_UNIT_ROUTES_2026_05_09.md,6206,2577,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_SOURCE_OF_TRUTH_WIRING_RESERVED_ROUTE_HARDENING_2026_05_09.md,6385,2490,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_SQL_24_EXECUTION_RESULT_INTAKE_2026_05_09.md,5290,2243,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_SQL_ENUM_HOTFIX_2026_05_08.md,1540,774,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_STORAGE_FUNCTIONS_RESULT_INTEGRATION_2026_05_08.md,5890,2151,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SERVICES_CENTER_STORAGE_FUNCTIONS_RESULT_RAW_2026_05_08.md,72396,2674,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SESSION_HANDOFF_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,1013,523,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/SESSION_HANDOFF_PLATFORM_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.md,855,486,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/STATIC_VERIFICATION_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,427,255,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/STATIC_VERIFICATION_PLATFORM_SERVICES_SQL_ENUM_HOTFIX_2026_05_08.md,271,189,quarantine,historical_docs_replaced_by_summary
docs/platform/services_center/UAT_PLATFORM_SERVICES_DOCUMENT_COLUMNS_INTEGRATION_2026_05_08.md,537,290,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_PUBLIC_SERVICES_CATALOG_ACTUAL_RESULT.md,490,263,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_PUBLIC_SERVICES_CATALOG_COMPLETION_RESULT.md,434,241,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_PUBLIC_SERVICES_CATALOG_PENDING_RESULT.md,473,245,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_ADMIN_QUEUE.md,461,260,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_COLUMNS_POLICIES_RESULT_INTEGRATION.md,561,265,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_COMPLAINT_ATTACHMENT_COLUMNS.md,465,258,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_COMPLAINT_POLICIES.md,417,257,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_EXISTING_SCHEMA_INTEGRATION.md,679,352,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_PRODUCTION_DATA_READINESS.md,624,308,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_PRODUCTION_PREFLIGHT_RESULT_INTAKE.md,674,317,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_PUBLIC_SERVICES_COLUMNS.md,235,160,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_REQUEST_DATA_CONTRACT.md,543,284,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_STORAGE_BUCKET_INTAKE.md,388,220,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_STORAGE_FUNCTIONS.md,378,230,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_08_SERVICES_WORKSPACE.md,812,320,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_DYNAMIC_HOMEPAGE_DB_SCOPE_CORRECTION.md,595,364,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_DYNAMIC_HOME_SERVICES_CATALOG_CORRECTION.md,373,245,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_MEGA_BATCH_D.md,791,363,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_4G_ADMIN_VISIBILITY_RESULT_HANDOFF.md,1354,515,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_APPROVED_SEED_EXECUTION.md,640,354,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_CATALOG_TAXONOMY_SEED.md,1932,892,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_DEEP_PROJECT_FILE_AUDIT.md,479,283,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_DYNAMIC_HOME_SECTION_SEED_REVIEW.md,436,265,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_FINAL_SEED_APPROVAL.md,814,331,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_RUNTIME_UAT_ADMIN_VISIBILITY.md,1181,514,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_SCOPE_CORRECTION_UNIT_ROUTES.md,500,303,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_SOURCE_OF_TRUTH_WIRING.md,1240,453,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_SQL24_EXECUTION_RESULT.md,1332,615,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_SERVICES_TAXONOMY_APPROVAL_REVIEWED_SEED.md,801,342,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_2026_05_09_UNIT_PATH_RESERVED_SEGMENTS_HOTFIX.md,803,447,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/PLATFORM_DEVELOPMENT_SESSIONS_INDEX_MEGA_BATCH_B_AWQAF_SYSTEM_WAQF_ASSETS_INTEGRATION_INTAKE_2026_05_09.md,525,331,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_MEGA_BATCH_A_PLATFORM_RUNTIME_STABILIZATION_2026_05_09.md,3254,1298,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_MEGA_BATCH_C_ADMIN_SIDEBAR_PLATFORM_CENTERS_REALIGNMENT_2026_05_09.md,6567,2757,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_MEGA_BATCH_E_CROSS_SYSTEM_INTEGRATION_2026_05_09.md,3611,1630,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_MEGA_BATCH_F_OPERATIONAL_MATURITY_2026_05_09.md,2227,1144,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_MEGA_BATCH_G_PUBLIC_ADMIN_PAGES_COMPLETION_2026_05_10.md,1671,816,quarantine,historical_docs_replaced_by_summary
docs/platform/sessions/SESSION_HANDOFF_POST_F_OPERATIONAL_UAT_ANALYZER_DEBT_2026_05_09.md,2035,1075,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_MEGA_BATCH_D_PUBLIC_FRONTEND_FULL_BUILDOUT_2026_05_09.md,1420,769,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_MEGA_BATCH_G1_CONTAINER_MINHEIGHT_COMPILE_FIX_2026_05_10.md,2176,1006,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_DYNAMIC_HOMEPAGE_DB_SCOPE_CORRECTION_2026_05_09.md,2481,1213,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_DYNAMIC_HOME_SERVICES_CATALOG_RENDERER_CORRECTION_2026_05_09.md,2240,1012,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_PUBLIC_SERVICES_CATALOG_COMPLETION_RESULT_2026_05_08.md,3192,1207,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_4G_ADMIN_VISIBILITY_RESULT_HANDOFF_2026_05_09.md,6938,2747,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_APPROVED_SEED_EXECUTION_2026_05_09.md,4512,1913,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_CATALOG_TAXONOMY_SEED_READINESS_2026_05_09.md,11580,4170,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_DEEP_PROJECT_FILE_AUDIT_2026_05_09.md,3635,1551,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_DYNAMIC_HOME_SECTION_SEED_REVIEW_2026_05_09.md,3954,1633,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_FINAL_SEED_APPROVAL_2026_05_09.md,6701,2728,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_RUNTIME_UAT_ADMIN_VISIBILITY_2026_05_09.md,5316,2237,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_SCOPE_CORRECTION_UNIT_ROUTES_2026_05_09.md,4370,1866,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_SOURCE_OF_TRUTH_WIRING_2026_05_09.md,8392,2962,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_SQL24_EXECUTION_RESULT_INTAKE_2026_05_09.md,5229,2205,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_SERVICES_TAXONOMY_APPROVAL_REVIEWED_SEED_2026_05_09.md,7402,2882,quarantine,historical_docs_replaced_by_summary
docs/platform/session_handoffs/SESSION_HANDOFF_PLATFORM_UNIT_PATH_RESERVED_SEGMENTS_HOTFIX_2026_05_09.md,1835,950,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_A_PLATFORM_RUNTIME_STABILIZATION_2026_05_09.md,951,509,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_B_AWQAF_SYSTEM_WAQF_ASSETS_INTEGRATION_INTAKE_2026_05_09.md,642,411,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_C_ADMIN_SIDEBAR_PLATFORM_CENTERS_REALIGNMENT_2026_05_09.md,922,481,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_D_PUBLIC_FRONTEND_FULL_BUILDOUT_2026_05_09.md,576,326,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_E_CROSS_SYSTEM_INTEGRATION_2026_05_09.md,464,287,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_F_OPERATIONAL_MATURITY_2026_05_09.md,529,303,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_G1_CONTAINER_MINHEIGHT_COMPILE_FIX_2026_05_10.md,491,321,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_G_PUBLIC_ADMIN_PAGES_COMPLETION_2026_05_10.md,628,346,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_MEGA_BATCH_N2_4_5_FINAL_ANALYZER_SINGLE_ISSUE_HOTFIX_2026_05_13.md,511,319,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_PLATFORM_SERVICES_4G_ADMIN_VISIBILITY_RESULT_HANDOFF_2026_05_09.md,776,443,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_PLATFORM_SERVICES_RUNTIME_UAT_ADMIN_VISIBILITY_2026_05_09.md,643,392,quarantine,historical_docs_replaced_by_summary
docs/platform/static_verification/STATIC_VERIFICATION_POST_F_OPERATIONAL_UAT_ANALYZER_DEBT_2026_05_09.md,580,341,quarantine,historical_docs_replaced_by_summary
docs/platform/system_module_kit/SYSTEM_MODULE_KIT_N2_14.md,1633,846,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/NEXT_SESSION_PROMPT_MEGA_BATCH_B_WAQF_ASSETS_REVIEW_WORKFLOW_2026_05_09.md,842,573,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/NEXT_SESSION_PROMPT_MEGA_BATCH_C_ADMIN_SIDEBAR_PLATFORM_CENTERS_REALIGNMENT_2026_05_09.md,757,524,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/NEXT_SESSION_PROMPT_MEGA_BATCH_D_PUBLIC_FRONTEND_FULL_BUILDOUT_2026_05_09.md,1513,809,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/NEXT_SESSION_PROMPT_MEGA_BATCH_F_OPERATIONAL_MATURITY_2026_05_09.md,841,551,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_ACTUAL_PROGRESS_2026_05_08.md,4427,1624,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_FUNCTIONAL_RESUME_2026_05_08.md,2325,1162,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_PUBLIC_REQUEST_TRACKING_2026_05_08.md,1659,743,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_PUBLIC_SERVICES_CATALOG_ACTUAL_RESULT_2026_05_08.md,1013,565,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_PUBLIC_SERVICES_CATALOG_COMPLETION_RESULT_2026_05_08.md,1143,550,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_PUBLIC_SERVICES_CATALOG_PENDING_RESULT_2026_05_08.md,974,517,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_4H_RUNTIME_UAT_ANALYZER_FIXES_2026_05_09.md,838,474,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_ADMIN_QUEUE_2026_05_08.md,1898,938,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_APPROVED_SEED_EXECUTION_2026_05_09.md,581,343,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_CATALOG_TAXONOMY_SEED_READINESS_2026_05_09.md,1887,860,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_COLUMNS_POLICIES_INTAKE_2026_05_08.md,1087,542,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_COLUMNS_POLICIES_RESULT_INTEGRATION_2026_05_08.md,1319,645,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_COMPLAINT_ATTACHMENT_COLUMNS_2026_05_08.md,1495,679,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_COMPLAINT_POLICIES_INTEGRATION_2026_05_08.md,1030,481,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_DEEP_PROJECT_FILE_AUDIT_2026_05_09.md,974,568,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_DYNAMIC_HOME_SECTION_SEED_REVIEW_2026_05_09.md,1442,695,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_EXISTING_SCHEMA_INTEGRATION_REVIEW_2026_05_08.md,1134,572,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_FINAL_SEED_APPROVAL_2026_05_09.md,1121,600,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_ICON_FIX_2026_05_08.md,964,597,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_PRODUCTION_DATA_READINESS_2026_05_08.md,1111,542,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_PRODUCTION_PREFLIGHT_RESULT_INTAKE_2026_05_08.md,932,540,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_PUBLIC_SERVICES_COLUMNS_2026_05_08.md,1040,526,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_REQUESTS_FORMS_2026_05_08.md,1794,871,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_REQUEST_DATA_CONTRACT_2026_05_08.md,1503,788,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_RPC_ADAPTER_2026_05_08.md,1755,830,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_SCOPE_CORRECTION_UNIT_ROUTES_2026_05_09.md,489,305,quarantine,historical_docs_replaced_by_summary
docs/platform/todo/PLATFORM_DEVELOPMENT_TODO_SERVICES_SOURCE_OF_TRUTH_WIRING_2026_05_09.md,675,391,quarantine,historical_docs_replaced_by_summary
